r,Cij,
50,-0.046495999999999996
49,-0.06469599999999999
48,-0.06179599999999999
47,-0.080996
46,-0.065996
45,-0.07329599999999999
44,-0.05979599999999999
43,-0.08029599999999999
42,-0.038996
41,-0.058595999999999995
40,-0.07629599999999999
39,-0.07629599999999999
38,-0.07039599999999999
37,-0.06169599999999999
36,-0.07199599999999999
35,-0.010496000000000005
34,-0.023295999999999983
33,-0.07039599999999999
32,-0.073196
31,-0.100796
30,-0.094996
29,-0.088596
28,-0.06279599999999999
27,-0.064996
26,-0.070696
25,-0.03379599999999999
24,-0.05989599999999999
23,-0.0010959999999999859
22,0.06420400000000001
21,0.023003999999999997
20,-0.06479599999999999
19,-0.042796
18,-0.08509599999999999
17,-0.081996
16,-0.080896
15,-0.10259599999999999
14,-0.09559599999999999
13,-0.09339599999999999
12,-0.09329599999999999
11,-0.11199599999999998
10,-0.106696
9,-0.093096
8,-0.10249599999999999
7,-0.09339599999999999
6,-0.083296
5,-0.110096
4,-0.119196
3,-0.121196
2,-0.095496
1,-0.09919599999999999
0,0.592904
-1,-0.111096
-2,-0.10549599999999999
-3,-0.09229599999999999
-4,-0.07379599999999999
-5,-0.10789599999999999
-6,-0.104096
-7,-0.09719599999999999
-8,-0.080996
-9,-0.08399599999999999
-10,-0.052295999999999995
-11,-0.037895999999999985
-12,-0.075496
-13,-0.10429599999999999
-14,-0.08879599999999999
-15,-0.049496
-16,-0.06529599999999999
-17,-0.049496
-18,-0.016296000000000005
-19,-0.01289599999999999
-20,-0.035696000000000006
-21,-0.022396
-22,0.0024040000000000172
-23,-0.035795999999999994
-24,-0.0024959999999999982
-25,0.019704
-26,-0.041595999999999994
-27,-0.019995999999999986
-28,-0.05459599999999999
-29,0.021003999999999995
-30,-0.027896000000000004
-31,0.002804000000000001
-32,-0.023295999999999983
-33,-0.05299599999999999
-34,-0.055796
-35,-0.064396
-36,-0.050996
-37,-0.07539599999999999
-38,-0.048395999999999995
-39,-0.069296
-40,-0.07189599999999999
-41,-0.09429599999999999
-42,-0.086696
-43,-0.05269599999999999
-44,-0.061596
-45,-0.07389599999999999
-46,-0.058095999999999995
-47,-0.08029599999999999
-48,-0.073696
-49,-0.08449599999999999
