ρ,ρ*ρ,σ²-Model,σ²-Analytical
0.1,0.010000000000000002,0.5643273821999989,0.14063291139240508
0.2,0.04000000000000001,0.9369337478891455,0.44571428571428573
0.30000000000000004,0.09000000000000002,1.4427334620666123,1.3712903225806459
0.4,0.16000000000000003,2.1882652588765823,16.240000000000034
0.5,0.25,3.2629809496225954,-3.75
0.6,0.36,4.810742965116417,-2.3314285714285714
0.61,0.3721,5.0254438223598115,-2.2758645667961495
0.62,0.3844,5.245202277613945,-2.226924023062139
0.63,0.39690000000000003,5.510682405868079,-2.1837062109910184
0.64,0.4096,5.728250464297383,-2.145470069605569
0.65,0.42250000000000004,5.98193552810111,-2.111600346020761
0.66,0.43560000000000004,6.205588964260582,-2.0815820010587616
0.67,0.4489000000000001,6.445344480997223,-2.0549806185828365
0.68,0.4624000000000001,6.733763275350116,-2.031427237354085
0.6900000000000001,0.4761000000000001,6.9292990389299725,-2.010606482887513
0.7000000000000001,0.4900000000000001,7.33798678255751,-1.992247191011236
0.7100000000000001,0.5041000000000001,7.496615362766478,-1.9761149334487609
0.7200000000000001,0.5184000000000001,7.992854008761916,-1.962006010016695
0.7300000000000001,0.5329000000000002,8.157176794054381,-1.9497425823345753
