ρ,ρ*ρ,σ²-Model,σ²-Analytical
0.05,0.0025000000000000005,0.055912269700195555,0.058642061281337046
0.1,0.010000000000000002,0.13161404467799,0.14063291139240508
0.15000000000000002,0.022500000000000006,0.2351059279735289,0.26034132841328417
0.2,0.04000000000000001,0.38150357361151,0.44571428571428573
0.25,0.0625,0.5828654521174121,0.7589285714285714
0.3,0.09,0.8978507348055988,1.371290322580645
0.35,0.12249999999999998,1.287339854941679,2.9880633802816896
0.36,0.1296,1.4291569459055988,3.6772085106382963
0.37,0.1369,1.5560049430999723,4.681515922014622
0.38,0.1444,1.657006097544479,6.277441004184101
0.39,0.1521,1.8128585459033322,9.198135640648017
0.4,0.16000000000000003,1.9389726922762267,16.240000000000034
0.41000000000000003,0.16810000000000003,2.104350914010399,56.746101680672695
